380	3389
380,195	3431
380,391	3623
380,586	3482
380,781	3493
380,977	3356
381,172	3411
381,367	3451
381,562	3567
381,758	3444
381,953	3652
382,148	3452
382,344	3231
382,539	3619
382,734	3425
382,93	3563
383,125	3567
383,32	3433
383,516	3407
383,711	3348
383,906	3518
384,102	3344
384,297	3505
384,492	3437
384,688	3381
384,883	3356
385,078	3428
385,273	3527
385,469	3517
385,664	3592
385,859	3454
386,055	3381
386,25	3556
386,445	3524
386,641	3357
386,836	3551
387,031	3231
387,227	3442
387,422	3373
387,617	3640
387,812	3347
388,008	3493
388,203	3404
388,398	3656
388,594	3550
388,789	3569
388,984	3411
389,18	3349
389,375	3544
389,57	3496
389,766	3569
389,961	3554
390,156	3534
390,352	3669
390,547	3521
390,742	3396
390,938	3535
391,133	3489
391,328	3608
391,523	3480
391,719	3488
391,914	3493
392,109	3672
392,305	3555
392,5	3534
392,695	3541
392,891	3563
393,086	3464
393,281	3639
393,477	3530
393,672	3583
393,867	3492
394,062	3449
394,258	3386
394,453	3450
394,648	3378
394,844	3575
395,039	3540
395,234	3379
395,43	3529
395,625	3471
395,82	3654
396,016	3580
396,211	3528
396,406	3579
396,602	3594
396,797	3541
396,992	3478
397,188	3549
397,383	3442
397,578	3474
397,773	3500
397,969	3451
398,164	3540
398,359	3674
398,555	3506
398,75	3517
398,945	3561
399,141	3602
399,336	3575
399,531	3346
399,727	3380
399,922	3575
400,117	3492
400,312	3740
400,508	3540
400,703	3450
400,898	3603
401,094	3670
401,289	3653
401,484	3619
401,68	3551
401,875	3489
402,07	3545
402,266	3401
402,461	3563
402,656	3563
402,852	3594
403,047	3545
403,242	3676
403,438	3442
403,633	3538
403,828	3522
404,023	3478
404,219	3578
404,414	3523
404,609	3501
404,805	3604
405	3461
405,195	3747
405,391	3717
405,586	3696
405,781	3488
405,977	3643
406,172	3644
406,367	3546
406,562	3501
406,758	3550
406,953	3650
407,148	3681
407,344	3570
407,539	3672
407,734	3483
407,93	3632
408,125	3686
408,32	3638
408,516	3492
408,711	3606
408,906	3601
409,102	3600
409,297	3686
409,492	3510
409,688	3661
409,883	3613
410,078	3526
410,273	3669
410,469	3659
410,664	3718
410,859	3674
411,055	3567
411,25	3542
411,445	3645
411,641	3567
411,836	3655
412,031	3583
412,227	3671
412,422	3560
412,617	3540
412,812	3678
413,008	3492
413,203	3576
413,398	3757
413,594	3650
413,789	3701
413,984	3632
414,18	3582
414,375	3835
414,57	3676
414,766	3751
414,961	3632
415,156	3521
415,352	3617
415,547	3720
415,742	3647
415,938	3826
416,133	3900
416,328	3806
416,523	3773
416,719	3815
416,914	3648
417,109	3810
417,305	3695
417,5	3720
417,695	3672
417,891	3644
418,086	3781
418,281	3825
418,477	3697
418,672	3791
418,867	3834
419,062	3764
419,258	3867
419,453	3716
419,648	3566
419,844	3683
420,039	3858
420,234	3864
420,43	3730
420,625	3871
420,82	3634
421,016	3910
421,211	3987
421,406	3779
421,602	3715
421,797	3713
421,992	3675
422,188	3749
422,383	3798
422,578	3797
422,773	3935
422,969	3856
423,164	3812
423,359	3858
423,555	3946
423,75	3960
423,945	3846
424,141	3966
424,336	3803
424,531	3948
424,727	3951
424,922	3708
425,117	3812
425,312	3864
425,508	3988
425,703	3955
425,898	3918
426,094	3790
426,289	4066
426,484	3927
426,68	3778
426,875	4165
427,07	4168
427,266	4076
427,461	3884
427,656	3858
427,852	4000
428,047	4082
428,242	3954
428,438	3958
428,633	4112
428,828	4110
429,023	3969
429,219	4040
429,414	4114
429,609	4163
429,805	4045
430	4072
430,195	4021
430,391	4062
430,586	4035
430,781	4030
430,977	4010
431,172	4171
431,367	3989
431,562	4084
431,758	4196
431,953	4128
432,148	4203
432,344	4223
432,539	4184
432,734	4127
432,93	4293
433,125	3909
433,32	4162
433,516	4075
433,711	4128
433,906	4032
434,102	4233
434,297	4272
434,492	4266
434,688	4377
434,883	4355
435,078	4371
435,273	4390
435,469	4203
435,664	4227
435,859	4237
436,055	4243
436,25	4281
436,445	4268
436,641	4362
436,836	4400
437,031	4589
437,227	4475
437,422	4245
437,617	4497
437,812	4343
438,008	4429
438,203	4386
438,398	4499
438,594	4390
438,789	4415
438,984	4407
439,18	4438
439,375	4447
439,57	4338
439,766	4551
439,961	4519
440,156	4555
440,352	4560
440,547	4583
440,742	4682
440,938	4699
441,133	4679
441,328	4605
441,523	4545
441,719	4651
441,914	4639
442,109	4767
442,305	4649
442,5	4865
442,695	4676
442,891	4684
443,086	4649
443,281	4821
443,477	4766
443,672	4855
443,867	4867
444,062	4925
444,258	4866
444,453	4724
444,648	4771
444,844	4943
445,039	4902
445,234	4959
445,43	4869
445,625	4963
445,82	4889
446,016	4909
446,211	4977
446,406	4979
446,602	5029
446,797	4956
446,992	5157
447,188	5147
447,383	5099
447,578	5115
447,773	5076
447,969	4989
448,164	5249
448,359	5132
448,555	5066
448,75	5278
448,945	5323
449,141	5245
449,336	5280
449,531	5164
449,727	5363
449,922	5293
450,117	5202
450,312	5329
450,508	5190
450,703	5280
450,898	5470
451,094	5652
451,289	5290
451,484	5404
451,68	5541
451,875	5417
452,07	5643
452,266	5617
452,461	5594
452,656	5670
452,852	5579
453,047	5597
453,242	5524
453,438	5696
453,633	5862
453,828	5713
454,023	5737
454,219	5767
454,414	5845
454,609	5736
454,805	5796
455	5810
455,195	5989
455,391	5893
455,586	5973
455,781	5894
455,977	5892
456,172	5818
456,367	6139
456,562	6003
456,758	6071
456,953	6013
457,148	6198
457,344	6144
457,539	6143
457,734	6182
457,93	5992
458,125	6208
458,32	6294
458,516	6185
458,711	6221
458,906	6279
459,102	6512
459,297	6459
459,492	6511
459,688	6515
459,883	6431
460,078	6615
460,273	6489
460,469	6598
460,664	6591
460,859	6606
461,055	6754
461,25	6732
461,445	6919
461,641	6790
461,836	6819
462,031	6819
462,227	6849
462,422	6935
462,617	6988
462,812	6913
463,008	6997
463,203	6946
463,398	7059
463,594	7132
463,789	7272
463,984	7076
464,18	7135
464,375	7296
464,57	7074
464,766	7184
464,961	7391
465,156	7508
465,352	7421
465,547	7355
465,742	7405
465,938	7390
466,133	7646
466,328	7474
466,523	7599
466,719	7574
466,914	7739
467,109	7658
467,305	7695
467,5	7560
467,695	7731
467,891	7889
468,086	7808
468,281	8079
468,477	8032
468,672	7960
468,867	8120
469,062	8082
469,258	8146
469,453	8085
469,648	8212
469,844	8172
470,039	8426
470,234	8357
470,43	8408
470,625	8564
470,82	8461
471,016	8610
471,211	8742
471,406	8731
471,602	8626
471,797	8713
471,992	8730
472,188	8723
472,383	8848
472,578	8833
472,773	8961
472,969	9017
473,164	9109
473,359	9082
473,555	9032
473,75	8995
473,945	9178
474,141	9123
474,336	9354
474,531	9280
474,727	9402
474,922	9379
475,117	9605
475,312	9530
475,508	9729
475,703	9721
475,898	9712
476,094	9723
476,289	9803
476,484	9971
476,68	10026
476,875	9902
477,07	10131
477,266	9957
477,461	10193
477,656	10296
477,852	10254
478,047	10242
478,242	10429
478,438	10505
478,633	10340
478,828	10504
479,023	10534
479,219	10586
479,414	10641
479,609	10506
479,805	10817
480	10673
480,195	10872
480,391	10942
480,586	10998
480,781	11287
480,977	11132
481,172	11179
481,367	11361
481,562	11089
481,758	11442
481,953	11607
482,148	11628
482,344	11472
482,539	11490
482,734	11539
482,93	11599
483,125	11967
483,32	11931
483,516	11931
483,711	12015
483,906	12180
484,102	12127
484,297	12000
484,492	12131
484,688	12371
484,883	12296
485,078	12336
485,273	12639
485,469	12689
485,664	12638
485,859	12726
486,055	12853
486,25	12777
486,445	12915
486,641	13139
486,836	13159
487,031	13159
487,227	13215
487,422	13286
487,617	13453
487,812	13437
488,008	13594
488,203	13456
488,398	13604
488,594	13582
488,789	13808
488,984	13672
489,18	13930
489,375	13948
489,57	13877
489,766	14304
489,961	14347
490,156	14259
490,352	14484
490,547	14378
490,742	14493
490,938	14610
491,133	14807
491,328	14696
491,523	14837
491,719	15054
491,914	14924
492,109	15219
492,305	15121
492,5	15268
492,695	15375
492,891	15497
493,086	15460
493,281	15522
493,477	15516
493,672	15491
493,867	15736
494,062	15907
494,258	15963
494,453	16070
494,648	16161
494,844	16184
495,039	16530
495,234	16471
495,43	16617
495,625	16670
495,82	16607
496,016	16812
496,211	16753
496,406	17065
496,602	17013
496,797	17079
496,992	17224
497,188	17359
497,383	17538
497,578	17416
497,773	17486
497,969	17634
498,164	17835
498,359	17779
498,555	18006
498,75	17901
498,945	18022
499,141	18256
499,336	18309
499,531	18584
499,727	18665
499,922	18495
500,117	18591
500,312	18733
500,508	18908
500,703	18885
500,898	19109
501,094	19373
501,289	19216
501,484	19479
501,68	19468
501,875	19525
502,07	19754
502,266	19806
502,461	19930
502,656	19932
502,852	20054
503,047	20086
503,242	20084
503,438	20254
503,633	20410
503,828	20566
504,023	20609
504,219	20780
504,414	20984
504,609	20973
504,805	21008
505	21196
505,195	21321
505,391	21311
505,586	21480
505,781	21567
505,977	21690
506,172	21935
506,367	21862
506,562	22062
506,758	22205
506,953	22276
507,148	22375
507,344	22520
507,539	22722
507,734	22621
507,93	22903
508,125	22822
508,32	23111
508,516	22940
508,711	23226
508,906	23261
509,102	23370
509,297	23656
509,492	23794
509,688	23714
509,883	24022
510,078	23933
510,273	24157
510,469	24221
510,664	24242
510,859	24471
511,055	24569
511,25	24755
511,445	24827
511,641	24893
511,836	24943
512,031	25332
512,227	25135
512,422	25427
512,617	25529
512,812	25668
513,008	25779
513,203	25648
513,398	26094
513,594	26198
513,789	26116
513,984	26142
514,18	26398
514,375	26406
514,57	26687
514,766	26770
514,961	26803
515,156	26989
515,352	27025
515,547	27275
515,742	27335
515,938	27424
516,133	27638
516,328	27552
516,523	27865
516,719	27902
516,914	28043
517,109	28386
517,305	28528
517,5	28469
517,695	28704
517,891	28844
518,086	28813
518,281	28881
518,477	29281
518,672	29080
518,867	29408
519,062	29454
519,258	29562
519,453	29827
519,648	29741
519,844	29992
520,039	30074
520,234	30226
520,43	30320
520,625	30430
520,82	30419
521,016	30743
521,211	30884
521,406	31018
521,602	31130
521,797	31159
521,992	31473
522,188	31571
522,383	31646
522,578	31764
522,773	31725
522,969	31948
523,164	32150
523,359	32230
523,555	32345
523,75	32302
523,945	32472
524,141	32703
524,336	32735
524,531	33084
524,727	33084
524,922	33235
525,117	33342
525,312	33471
525,508	33566
525,703	33575
525,898	33935
526,094	33920
526,289	34113
526,484	34245
526,68	34309
526,875	34503
527,07	34562
527,266	34761
527,461	34957
527,656	35001
527,852	35249
528,047	35311
528,242	35421
528,438	35633
528,633	35625
528,828	35623
529,023	35826
529,219	36228
529,414	36112
529,609	36379
529,805	36510
530	36676
530,195	36850
530,391	36975
530,586	36994
530,781	37199
