Data from xxx_Spectrometer1__0__10-34-57-716.txt Node

Date: Mon Jun 22 10:34:57 MSK 2020
User: 123
Spectrometer: Spectrometer
Resolution (bits): 16
Boxcar width: 0
Enabled: false
Intensity: 1.0
Dynamic Range: 750.0
Sampled minimum: 0.0
Temperature (K): 6500.0
Gaussian Width: 50.0
Integration Time (sec): 0.1
Baseline Fraction: 0.05
Center Wavelength: 580.0
Temperature (K): 3100.0
Scans to average: 1
Enabled: true
Enabled: true
Intensity: 1.0
CRI TCS Index: 1
Intensity: 1.0
Enabled: false
Shutter : true
Sampled maximum: 0.95
Enabled: true
Enabled: false
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
380	3554
380,195	3587
380,391	3435
380,586	3497
380,781	3411
380,977	3369
381,172	3404
381,367	3480
381,562	3522
381,758	3483
381,953	3441
382,148	3475
382,344	3394
382,539	3451
382,734	3529
382,93	3473
383,125	3670
383,32	3734
383,516	3518
383,711	3486
383,906	3643
384,102	3438
384,297	3551
384,492	3525
384,688	3470
384,883	3507
385,078	3542
385,273	3354
385,469	3669
385,664	3445
385,859	3599
386,055	3565
386,25	3514
386,445	3547
386,641	3382
386,836	3388
387,031	3407
387,227	3322
387,422	3485
387,617	3550
387,812	3393
388,008	3474
388,203	3479
388,398	3507
388,594	3492
388,789	3401
388,984	3533
389,18	3528
389,375	3618
389,57	3535
389,766	3619
389,961	3577
390,156	3377
390,352	3565
390,547	3334
390,742	3322
390,938	3540
391,133	3511
391,328	3499
391,523	3461
391,719	3375
391,914	3759
392,109	3651
392,305	3473
392,5	3460
392,695	3444
392,891	3623
393,086	3487
393,281	3485
393,477	3625
393,672	3552
393,867	3477
394,062	3493
394,258	3508
394,453	3542
394,648	3566
394,844	3382
395,039	3584
395,234	3382
395,43	3653
395,625	3546
395,82	3611
396,016	3541
396,211	3596
396,406	3539
396,602	3429
396,797	3601
396,992	3662
397,188	3454
397,383	3405
397,578	3676
397,773	3451
397,969	3606
398,164	3553
398,359	3726
398,555	3394
398,75	3563
398,945	3584
399,141	3480
399,336	3549
399,531	3505
399,727	3564
399,922	3402
400,117	3376
400,312	3639
400,508	3365
400,703	3681
400,898	3451
401,094	3564
401,289	3565
401,484	3589
401,68	3586
401,875	3556
402,07	3492
402,266	3559
402,461	3407
402,656	3428
402,852	3561
403,047	3563
403,242	3463
403,438	3623
403,633	3630
403,828	3538
404,023	3505
404,219	3444
404,414	3571
404,609	3559
404,805	3716
405	3531
405,195	3573
405,391	3402
405,586	3521
405,781	3457
405,977	3614
406,172	3718
406,367	3621
406,562	3694
406,758	3500
406,953	3578
407,148	3723
407,344	3474
407,539	3586
407,734	3533
407,93	3671
408,125	3426
408,32	3535
408,516	3564
408,711	3603
408,906	3661
409,102	3728
409,297	3571
409,492	3607
409,688	3572
409,883	3566
410,078	3455
410,273	3714
410,469	3646
410,664	3455
410,859	3557
411,055	3465
411,25	3544
411,445	3640
411,641	3752
411,836	3681
412,031	3718
412,227	3653
412,422	3580
412,617	3704
412,812	3646
413,008	3593
413,203	3484
413,398	3575
413,594	3698
413,789	3565
413,984	3761
414,18	3729
414,375	3686
414,57	3773
414,766	3583
414,961	3552
415,156	3687
415,352	3505
415,547	3648
415,742	3911
415,938	3714
416,133	3683
416,328	3752
416,523	3591
416,719	3761
416,914	3895
417,109	3848
417,305	3652
417,5	3816
417,695	3802
417,891	3666
418,086	3556
418,281	3824
418,477	3778
418,672	3835
418,867	3703
419,062	3796
419,258	3888
419,453	3691
419,648	3686
419,844	3725
420,039	3811
420,234	3647
420,43	3721
420,625	3924
420,82	3867
421,016	3693
421,211	3649
421,406	3820
421,602	3830
421,797	3762
421,992	3994
422,188	3847
422,383	4065
422,578	3920
422,773	3862
422,969	3729
423,164	3802
423,359	4038
423,555	3776
423,75	4023
423,945	3794
424,141	3855
424,336	3923
424,531	3874
424,727	3795
424,922	3857
425,117	3981
425,312	3819
425,508	3935
425,703	3724
425,898	3858
426,094	3999
426,289	4031
426,484	3817
426,68	3889
426,875	3950
427,07	3955
427,266	3849
427,461	3932
427,656	4083
427,852	3922
428,047	3970
428,242	4036
428,438	4109
428,633	4053
428,828	4024
429,023	4060
429,219	3916
429,414	3994
429,609	3996
429,805	3845
430	3901
430,195	4149
430,391	4231
430,586	3974
430,781	4178
430,977	4007
431,172	4325
431,367	4169
431,562	3992
431,758	4171
431,953	4108
432,148	4108
432,344	4077
432,539	4166
432,734	4203
432,93	4147
433,125	4143
433,32	4137
433,516	4290
433,711	4193
433,906	4297
434,102	4149
434,297	4115
434,492	4313
434,688	4369
434,883	4269
435,078	4426
435,273	4251
435,469	4338
435,664	4161
435,859	4241
436,055	4412
436,25	4390
436,445	4455
436,641	4273
436,836	4436
437,031	4355
437,227	4350
437,422	4444
437,617	4351
437,812	4303
438,008	4410
438,203	4398
438,398	4454
438,594	4437
438,789	4369
438,984	4515
439,18	4347
439,375	4406
439,57	4533
439,766	4598
439,961	4536
440,156	4298
440,352	4657
440,547	4725
440,742	4396
440,938	4568
441,133	4635
441,328	4435
441,523	4587
441,719	4560
441,914	4631
442,109	4624
442,305	4617
442,5	4739
442,695	4583
442,891	4766
443,086	4663
443,281	4843
443,477	4811
443,672	4876
443,867	4751
444,062	4842
444,258	4793
444,453	4849
444,648	4877
444,844	4866
445,039	5058
445,234	4814
445,43	4806
445,625	5013
445,82	4942
446,016	4999
446,211	4796
446,406	5061
446,602	4942
446,797	5021
446,992	4991
447,188	5073
447,383	4905
447,578	4976
447,773	4973
447,969	5186
448,164	5154
448,359	5107
448,555	5227
448,75	5211
448,945	5165
449,141	5217
449,336	5188
449,531	5174
449,727	5303
449,922	5275
450,117	5316
450,312	5349
450,508	5346
450,703	5492
450,898	5499
451,094	5534
451,289	5432
451,484	5447
451,68	5256
451,875	5574
452,07	5620
452,266	5566
452,461	5586
452,656	5510
452,852	5493
453,047	5624
453,242	5542
453,438	5702
453,633	5503
453,828	5659
454,023	5806
454,219	5637
454,414	5919
454,609	5812
454,805	5931
455	5803
455,195	5857
455,391	5930
455,586	5962
455,781	5888
455,977	6028
456,172	6000
456,367	6000
456,562	6102
456,758	6138
456,953	6053
457,148	6191
457,344	6130
457,539	6183
457,734	6199
457,93	6025
458,125	6315
458,32	6275
458,516	6317
458,711	6328
458,906	6359
459,102	6394
459,297	6414
459,492	6462
459,688	6594
459,883	6544
460,078	6450
460,273	6561
460,469	6570
460,664	6739
460,859	6845
461,055	6751
461,25	6715
461,445	6812
461,641	6801
461,836	6837
462,031	6780
462,227	6870
462,422	6886
462,617	6956
462,812	6909
463,008	6981
463,203	6920
463,398	7051
463,594	7199
463,789	7119
463,984	7078
464,18	7343
464,375	7255
464,57	7273
464,766	7369
464,961	7228
465,156	7421
465,352	7371
465,547	7250
465,742	7367
465,938	7421
466,133	7521
466,328	7533
466,523	7564
466,719	7679
466,914	7691
467,109	7660
467,305	7681
467,5	7897
467,695	7790
467,891	7880
468,086	7899
468,281	7747
468,477	8096
468,672	7942
468,867	8159
469,062	7995
469,258	8303
469,453	8098
469,648	8309
469,844	8257
470,039	8403
470,234	8744
470,43	8328
470,625	8601
470,82	8577
471,016	8652
471,211	8415
471,406	8692
471,602	8579
471,797	8822
471,992	8828
472,188	8685
472,383	8765
472,578	9017
472,773	8757
472,969	8969
473,164	8967
473,359	9051
473,555	9166
473,75	9220
473,945	9224
474,141	9222
474,336	9132
474,531	9256
474,727	9442
474,922	9504
475,117	9485
475,312	9597
475,508	9478
475,703	9655
475,898	9594
476,094	9776
476,289	9761
476,484	9827
476,68	10132
476,875	9875
477,07	10032
477,266	9812
477,461	10226
477,656	10357
477,852	10180
478,047	10197
478,242	10422
478,438	10296
478,633	10451
478,828	10496
479,023	10515
479,219	10571
479,414	10782
479,609	10607
479,805	10893
480	10768
480,195	10913
480,391	10868
480,586	10977
480,781	11101
480,977	11093
481,172	11245
481,367	11136
481,562	11295
481,758	11349
481,953	11386
482,148	11492
482,344	11509
482,539	11659
482,734	11643
482,93	11732
483,125	11805
483,32	11742
483,516	11888
483,711	11781
483,906	12094
484,102	11979
484,297	12242
484,492	12277
484,688	12360
484,883	12385
485,078	12475
485,273	12690
485,469	12481
485,664	12677
485,859	12867
486,055	12820
486,25	12799
486,445	12992
486,641	13050
486,836	12979
487,031	13127
487,227	13290
487,422	13356
487,617	13432
487,812	13433
488,008	13462
488,203	13468
488,398	13673
488,594	13704
488,789	13789
488,984	13744
489,18	14044
489,375	14138
489,57	13978
489,766	14294
489,961	14130
490,156	14433
490,352	14430
490,547	14434
490,742	14532
490,938	14604
491,133	14774
491,328	14686
491,523	14889
491,719	14695
491,914	14941
492,109	15032
492,305	15169
492,5	15323
492,695	15395
492,891	15444
493,086	15603
493,281	15644
493,477	15679
493,672	15755
493,867	15624
494,062	15893
494,258	15931
494,453	16290
494,648	16075
494,844	16229
495,039	16305
495,234	16442
495,43	16573
495,625	16763
495,82	16592
496,016	16647
496,211	16904
496,406	16868
496,602	17050
496,797	17294
496,992	17283
497,188	17323
497,383	17380
497,578	17436
497,773	17593
497,969	17628
498,164	17721
498,359	18116
498,555	17887
498,75	18001
498,945	18122
499,141	18154
499,336	18138
499,531	18410
499,727	18593
499,922	18471
500,117	18615
500,312	18811
500,508	18772
